CD_GEOCMU,API,SAPI
4113429,5ª DE,15ª Bda Inf Mtz
4103024,5ª DE,15ª Bda Inf Mtz
4314134,3ª DE,AD/3
4321634,3ª DE,AD/3
4309258,6ª DE,8ª Bda Inf Mtz
4307450,3ª DE,1ª Bda C Mec
4320321,3ª DE,1ª Bda C Mec
4202073,5ª DE,14ª Bda Inf Mtz
4312427,3ª DE,6ª Bda Inf Bld
4215752,5ª DE,14ª Bda Inf Mtz
4120333,5ª DE,15ª Bda Inf Mtz
4321600,6ª DE,8ª Bda Inf Mtz
4202081,5ª DE,14ª Bda Inf Mtz
4301925,3ª DE,AD/3
4206751,5ª DE,14ª Bda Inf Mtz
4213104,5ª DE,14ª Bda Inf Mtz
4102752,5ª DE,15ª Bda Inf Mtz
4217709,5ª DE,14ª Bda Inf Mtz
4321436,6ª DE,8ª Bda Inf Mtz
4313805,3ª DE,AD/3
4109757,5ª DE,15ª Bda Inf Mtz
4308052,3ª DE,AD/3
4316956,6ª DE,8ª Bda Inf Mtz
4306809,3ª DE,6ª Bda Inf Bld
4319901,6ª DE,8ª Bda Inf Mtz
4204103,5ª DE,14ª Bda Inf Mtz
4217253,5ª DE,14ª Bda Inf Mtz
4311270,3ª DE,AD/3
4202107,5ª DE,14ª Bda Inf Mtz
4303558,3ª DE,AD/3
4200507,5ª DE,14ª Bda Inf Mtz
4310108,6ª DE,8ª Bda Inf Mtz
4205605,5ª DE,14ª Bda Inf Mtz
4103503,5ª DE,15ª Bda Inf Mtz
4211454,5ª DE,14ª Bda Inf Mtz
4307864,6ª DE,8ª Bda Inf Mtz
4322186,6ª DE,8ª Bda Inf Mtz
4306452,6ª DE,8ª Bda Inf Mtz
4111704,5ª DE,5ª Bda C Bld
4305116,3ª DE,AD/3
4309704,3ª DE,1ª Bda C Mec
4107520,5ª DE,15ª Bda Inf Mtz
4304606,6ª DE,8ª Bda Inf Mtz
4123600,5ª DE,15ª Bda Inf Mtz
4201273,5ª DE,14ª Bda Inf Mtz
4102208,5ª DE,15ª Bda Inf Mtz
4218756,5ª DE,14ª Bda Inf Mtz
4302055,3ª DE,AD/3
4322350,6ª DE,8ª Bda Inf Mtz
4116307,5ª DE,15ª Bda Inf Mtz
4118451,5ª DE,15ª Bda Inf Mtz
4117206,5ª DE,15ª Bda Inf Mtz
4309126,3ª DE,AD/3
4312302,3ª DE,1ª Bda C Mec
4320578,3ª DE,1ª Bda C Mec
4320701,3ª DE,6ª Bda Inf Bld
4200309,5ª DE,14ª Bda Inf Mtz
4302600,3ª DE,1ª Bda C Mec
4215109,5ª DE,14ª Bda Inf Mtz
4301073,6ª DE,8ª Bda Inf Mtz
4310850,3ª DE,AD/3
4312054,3ª DE,6ª Bda Inf Bld
4108551,5ª DE,15ª Bda Inf Mtz
4212908,5ª DE,14ª Bda Inf Mtz
4317558,3ª DE,AD/3
4322343,3ª DE,1ª Bda C Mec
4116505,5ª DE,15ª Bda Inf Mtz
4218202,5ª DE,14ª Bda Inf Mtz
4301651,6ª DE,8ª Bda Inf Mtz
4317954,6ª DE,8ª Bda Inf Mtz
4107751,5ª DE,5ª Bda C Bld
4315453,3ª DE,6ª Bda Inf Bld
4310751,3ª DE,6ª Bda Inf Bld
4116604,5ª DE,5ª Bda C Bld
4204194,5ª DE,14ª Bda Inf Mtz
4313490,3ª DE,AD/3
4111308,5ª DE,15ª Bda Inf Mtz
4112603,5ª DE,15ª Bda Inf Mtz
4207403,5ª DE,14ª Bda Inf Mtz
4314001,6ª DE,8ª Bda Inf Mtz
4301057,6ª DE,8ª Bda Inf Mtz
4320651,3ª DE,6ª Bda Inf Bld
4323606,6ª DE,8ª Bda Inf Mtz
4309571,3ª DE,6ª Bda Inf Bld
4306957,3ª DE,AD/3
4320230,3ª DE,1ª Bda C Mec
4107538,5ª DE,15ª Bda Inf Mtz
4318440,6ª DE,8ª Bda Inf Mtz
4119657,5ª DE,15ª Bda Inf Mtz
4110409,5ª DE,15ª Bda Inf Mtz
4310306,3ª DE,6ª Bda Inf Bld
4210035,5ª DE,14ª Bda Inf Mtz
4215687,5ª DE,14ª Bda Inf Mtz
4206009,5ª DE,14ª Bda Inf Mtz
4306700,3ª DE,6ª Bda Inf Bld
4205704,5ª DE,14ª Bda Inf Mtz
4113809,5ª DE,15ª Bda Inf Mtz
4115705,5ª DE,AD/5
4300554,3ª DE,AD/3
4322855,3ª DE,6ª Bda Inf Bld
4321469,3ª DE,6ª Bda Inf Bld
4312179,3ª DE,1ª Bda C Mec
4107652,5ª DE,AD/5
4123824,5ª DE,15ª Bda Inf Mtz
4310413,3ª DE,1ª Bda C Mec
4315073,3ª DE,1ª Bda C Mec
4107306,5ª DE,15ª Bda Inf Mtz
4319505,6ª DE,8ª Bda Inf Mtz
4305835,3ª DE,6ª Bda Inf Bld
4207577,5ª DE,14ª Bda Inf Mtz
4312609,3ª DE,6ª Bda Inf Bld
4217758,5ª DE,14ª Bda Inf Mtz
4211306,5ª DE,14ª Bda Inf Mtz
4312625,3ª DE,AD/3
4102703,5ª DE,5ª Bda C Bld
4120853,5ª DE,15ª Bda Inf Mtz
4314050,6ª DE,8ª Bda Inf Mtz
4202057,5ª DE,14ª Bda Inf Mtz
4201703,5ª DE,14ª Bda Inf Mtz
4311239,3ª DE,6ª Bda Inf Bld
4306759,3ª DE,6ª Bda Inf Bld
4120705,5ª DE,5ª Bda C Bld
4323309,6ª DE,8ª Bda Inf Mtz
4302204,3ª DE,1ª Bda C Mec
4217006,5ª DE,14ª Bda Inf Mtz
4218608,5ª DE,14ª Bda Inf Mtz
4319737,3ª DE,1ª Bda C Mec
4315131,3ª DE,6ª Bda Inf Bld
4319372,3ª DE,1ª Bda C Mec
4302659,6ª DE,8ª Bda Inf Mtz
4305934,6ª DE,8ª Bda Inf Mtz
4123204,5ª DE,5ª Bda C Bld
4314548,6ª DE,8ª Bda Inf Mtz
4204459,5ª DE,14ª Bda Inf Mtz
4212650,5ª DE,14ª Bda Inf Mtz
4315057,3ª DE,1ª Bda C Mec
4314498,3ª DE,AD/3
4318705,6ª DE,8ª Bda Inf Mtz
4301636,6ª DE,8ª Bda Inf Mtz
4115754,5ª DE,15ª Bda Inf Mtz
4110052,5ª DE,15ª Bda Inf Mtz
4313086,6ª DE,8ª Bda Inf Mtz
4318465,3ª DE,6ª Bda Inf Bld
4215406,5ª DE,14ª Bda Inf Mtz
4313003,3ª DE,6ª Bda Inf Bld
4302402,3ª DE,6ª Bda Inf Bld
4200754,5ª DE,14ª Bda Inf Mtz
4205175,5ª DE,14ª Bda Inf Mtz
4210555,5ª DE,14ª Bda Inf Mtz
4101150,5ª DE,15ª Bda Inf Mtz
4320453,3ª DE,6ª Bda Inf Bld
4307559,3ª DE,AD/3
4316501,6ª DE,8ª Bda Inf Mtz
4314787,3ª DE,AD/3
4126256,5ª DE,15ª Bda Inf Mtz
4101051,5ª DE,15ª Bda Inf Mtz
4205431,5ª DE,14ª Bda Inf Mtz
4206603,5ª DE,14ª Bda Inf Mtz
4304630,6ª DE,8ª Bda Inf Mtz
4212809,5ª DE,14ª Bda Inf Mtz
4312005,3ª DE,AD/3
4313011,3ª DE,1ª Bda C Mec
4318457,3ª DE,AD/3
4306072,3ª DE,AD/3
4212254,5ª DE,14ª Bda Inf Mtz
4201950,5ª DE,14ª Bda Inf Mtz
4308102,6ª DE,8ª Bda Inf Mtz
4320859,3ª DE,6ª Bda Inf Bld
4119251,5ª DE,15ª Bda Inf Mtz
4212601,5ª DE,14ª Bda Inf Mtz
4312955,3ª DE,AD/3
4316477,3ª DE,1ª Bda C Mec
4308433,3ª DE,6ª Bda Inf Bld
4302253,6ª DE,8ª Bda Inf Mtz
4201802,5ª DE,14ª Bda Inf Mtz
4111605,5ª DE,15ª Bda Inf Mtz
4300646,3ª DE,AD/3
4201604,5ª DE,14ª Bda Inf Mtz
4319711,6ª DE,8ª Bda Inf Mtz
4311403,3ª DE,6ª Bda Inf Bld
4202156,5ª DE,14ª Bda Inf Mtz
4202099,5ª DE,14ª Bda Inf Mtz
4125555,5ª DE,15ª Bda Inf Mtz
4213500,5ª DE,14ª Bda Inf Mtz
4218855,5ª DE,14ª Bda Inf Mtz
4217550,5ª DE,14ª Bda Inf Mtz
4128302,5ª DE,15ª Bda Inf Mtz
4209177,5ª DE,14ª Bda Inf Mtz
4210902,5ª DE,14ª Bda Inf Mtz
4202859,5ª DE,14ª Bda Inf Mtz
4201653,5ª DE,14ª Bda Inf Mtz
4302352,6ª DE,8ª Bda Inf Mtz
4323705,3ª DE,1ª Bda C Mec
4312476,6ª DE,8ª Bda Inf Mtz
4302378,3ª DE,1ª Bda C Mec
4316758,3ª DE,6ª Bda Inf Bld
4116000,5ª DE,15ª Bda Inf Mtz
4314423,6ª DE,8ª Bda Inf Mtz
4308078,3ª DE,6ª Bda Inf Bld
4211876,5ª DE,14ª Bda Inf Mtz
4214151,5ª DE,14ª Bda Inf Mtz
4311791,6ª DE,8ª Bda Inf Mtz
4215455,5ª DE,14ª Bda Inf Mtz
4211207,5ª DE,14ª Bda Inf Mtz
4304853,3ª DE,AD/3
4304614,3ª DE,6ª Bda Inf Bld
4315909,3ª DE,AD/3
4312351,6ª DE,8ª Bda Inf Mtz
4204350,5ª DE,14ª Bda Inf Mtz
4321626,3ª DE,6ª Bda Inf Bld
4313466,3ª DE,AD/3
4319364,3ª DE,AD/3
4108106,5ª DE,15ª Bda Inf Mtz
4215554,5ª DE,14ª Bda Inf Mtz
4300570,6ª DE,8ª Bda Inf Mtz
4318051,3ª DE,AD/3
4318432,3ª DE,6ª Bda Inf Bld
4306551,6ª DE,8ª Bda Inf Mtz
4110656,5ª DE,15ª Bda Inf Mtz
4209508,5ª DE,14ª Bda Inf Mtz
4316428,3ª DE,AD/3
4318499,3ª DE,1ª Bda C Mec
4207858,5ª DE,14ª Bda Inf Mtz
4323507,3ª DE,AD/3
4321329,3ª DE,AD/3
4200556,5ª DE,14ª Bda Inf Mtz
4312807,6ª DE,8ª Bda Inf Mtz
4313441,3ª DE,AD/3
4304697,3ª DE,6ª Bda Inf Bld
4310363,3ª DE,6ª Bda Inf Bld
4123105,5ª DE,5ª Bda C Bld
4317251,6ª DE,8ª Bda Inf Mtz
4305157,3ª DE,AD/3
4215695,5ª DE,14ª Bda Inf Mtz
4300604,6ª DE,8ª Bda Inf Mtz
4204251,5ª DE,14ª Bda Inf Mtz
4306924,3ª DE,AD/3
4217154,5ª DE,14ª Bda Inf Mtz
4312385,6ª DE,8ª Bda Inf Mtz
4117214,5ª DE,5ª Bda C Bld
4314753,6ª DE,8ª Bda Inf Mtz
4209201,5ª DE,14ª Bda Inf Mtz
4314456,3ª DE,AD/3
4311429,3ª DE,AD/3
4208955,5ª DE,14ª Bda Inf Mtz
4202578,5ª DE,14ª Bda Inf Mtz
4306403,6ª DE,8ª Bda Inf Mtz
4322558,3ª DE,AD/3
4318481,6ª DE,8ª Bda Inf Mtz
4220000,5ª DE,14ª Bda Inf Mtz
4213906,5ª DE,14ª Bda Inf Mtz
4311643,6ª DE,8ª Bda Inf Mtz
4209458,5ª DE,14ª Bda Inf Mtz
4323770,3ª DE,6ª Bda Inf Bld
4211405,5ª DE,14ª Bda Inf Mtz
4310801,6ª DE,8ª Bda Inf Mtz
4205191,5ª DE,14ª Bda Inf Mtz
4313060,6ª DE,8ª Bda Inf Mtz
4210407,5ª DE,14ª Bda Inf Mtz
4301859,3ª DE,1ª Bda C Mec
4202537,5ª DE,14ª Bda Inf Mtz
4213153,5ª DE,14ª Bda Inf Mtz
4323804,6ª DE,8ª Bda Inf Mtz
4303905,6ª DE,8ª Bda Inf Mtz
4213005,5ª DE,14ª Bda Inf Mtz
4322251,6ª DE,8ª Bda Inf Mtz
4301958,3ª DE,AD/3
4318614,6ª DE,8ª Bda Inf Mtz
4119152,5ª DE,AD/5
4320008,6ª DE,8ª Bda Inf Mtz
4305587,3ª DE,6ª Bda Inf Bld
4205357,5ª DE,14ª Bda Inf Mtz
4314035,6ª DE,8ª Bda Inf Mtz
4212502,5ª DE,14ª Bda Inf Mtz
4208302,5ª DE,14ª Bda Inf Mtz
4217956,5ª DE,14ª Bda Inf Mtz
4204756,5ª DE,14ª Bda Inf Mtz
4203956,5ª DE,14ª Bda Inf Mtz
4307609,6ª DE,8ª Bda Inf Mtz
4315149,6ª DE,8ª Bda Inf Mtz
4312153,3ª DE,6ª Bda Inf Bld
4322541,6ª DE,8ª Bda Inf Mtz
4202008,5ª DE,14ª Bda Inf Mtz
4309555,6ª DE,8ª Bda Inf Mtz
4303103,6ª DE,8ª Bda Inf Mtz
4310330,6ª DE,8ª Bda Inf Mtz
4319356,6ª DE,8ª Bda Inf Mtz
4202453,5ª DE,14ª Bda Inf Mtz
4300877,6ª DE,8ª Bda Inf Mtz
4311627,6ª DE,8ª Bda Inf Mtz
4319752,6ª DE,8ª Bda Inf Mtz
4307708,6ª DE,8ª Bda Inf Mtz
