CD_GEOCMU,API,SAPI
4118006,Área de SC e PR,Subárea de Cascavel
4209904,Área de SC e PR,Subárea de Florianópolis
4204004,Área de SC e PR,Subárea de Florianópolis
4313391,Área Oeste do RS,Subárea de Santa Maria
4115853,Área de SC e PR,Subárea de Cascavel
4302154,Área Oeste do RS,Subárea de Cruz Alta
4109104,Área de SC e PR,Subárea de Cascavel
4122909,Área de SC e PR,Subárea de Ponta Grossa
4313037,Área Oeste do RS,Subárea de Santiago
4105805,Área de SC e PR,Subárea de Curitiba
4113759,Área de SC e PR,Subárea de Cascavel
4103222,Área de SC e PR,Subárea de Cascavel
4211058,Área de SC e PR,Subárea de Florianópolis
4323101,Área Oeste do RS,Subárea de Cruz Alta
4100400,Área de SC e PR,Subárea de Curitiba
4215075,Área de SC e PR,Subárea de Florianópolis
4107405,Área de SC e PR,Subárea de Cascavel
4100301,Área de SC e PR,Subárea de Ponta Grossa
4219853,Área de SC e PR,Subárea de Florianópolis
4210803,Área de SC e PR,Subárea de Florianópolis
4303400,Área Oeste do RS,Subárea de Cruz Alta
4321709,Área Leste do RS,Subárea de Pelotas
4209854,Área de SC e PR,Subárea de Florianópolis
4307807,Área Oeste do RS,Subárea de Santa Maria
4211850,Área de SC e PR,Subárea de Florianópolis
4113106,Área de SC e PR,Subárea de Cascavel
4122800,Área de SC e PR,Subárea de Cascavel
4110300,Área de SC e PR,Subárea de Cascavel
4310579,Área Oeste do RS,Subárea de Santa Maria
4304689,Área Leste do RS,Subárea de Pelotas
4126702,Área de SC e PR,Subárea de Cascavel
4216404,Área de SC e PR,Subárea de Florianópolis
4218509,Área de SC e PR,Subárea de Florianópolis
4308854,Área Oeste do RS,Subárea de Cruz Alta
4205456,Área de SC e PR,Subárea de Florianópolis
4107801,Área de SC e PR,Subárea de Cascavel
4207304,Área de SC e PR,Subárea de Florianópolis
4122701,Área de SC e PR,Subárea de Cascavel
4120101,Área de SC e PR,Subárea de Ponta Grossa
4110904,Área de SC e PR,Subárea de Cascavel
4323408,Área Oeste do RS,Subárea de Cruz Alta
4109005,Área de SC e PR,Subárea de Ponta Grossa
4112306,Área de SC e PR,Subárea de Ponta Grossa
4313607,Área Oeste do RS,Subárea de Cruz Alta
4321006,Área Oeste do RS,Subárea de Cruz Alta
4321451,Área Oeste do RS,Subárea de Santa Maria
4208609,Área de SC e PR,Subárea de Florianópolis
4112108,Área de SC e PR,Subárea de Cascavel
4321857,Área Oeste do RS,Subárea de Cruz Alta
4322103,Área Oeste do RS,Subárea de Santiago
4310504,Área Oeste do RS,Subárea de Cruz Alta
4212239,Área de SC e PR,Subárea de Florianópolis
4310900,Área Oeste do RS,Subárea de Cruz Alta
4205100,Área de SC e PR,Subárea de Florianópolis
4103404,Área de SC e PR,Subárea de Cascavel
4116406,Área de SC e PR,Subárea de Cascavel
4320305,Área Oeste do RS,Subárea de Cruz Alta
4215307,Área de SC e PR,Subárea de Florianópolis
4125456,Área de SC e PR,Subárea de Cascavel
4305207,Área Oeste do RS,Subárea de Santiago
4120804,Área de SC e PR,Subárea de Curitiba
4306304,Área Oeste do RS,Subárea de Cruz Alta
4310538,Área Oeste do RS,Subárea de Santa Maria
4314159,Área Oeste do RS,Subárea de Santa Maria
4305959,Área Leste do RS,Subárea de Pelotas
4315172,Área Leste do RS,Subárea de Pelotas
4201505,Área de SC e PR,Subárea de Florianópolis
4203105,Área de SC e PR,Subárea de Florianópolis
4206306,Área de SC e PR,Subárea de Florianópolis
4300455,Área Oeste do RS,Subárea de Santiago
4308003,Área Oeste do RS,Subárea de Santa Maria
4122107,Área de SC e PR,Subárea de Cascavel
4319109,Área Oeste do RS,Subárea de Santiago
4103156,Área de SC e PR,Subárea de Cascavel
4318424,Área Oeste do RS,Subárea de Cruz Alta
4117404,Área de SC e PR,Subárea de Cascavel
4308607,Área Leste do RS,Subárea de Pelotas
4210506,Área de SC e PR,Subárea de Florianópolis
4102604,Área de SC e PR,Subárea de Cascavel
4118303,Área de SC e PR,Subárea de Cascavel
4308250,Área Oeste do RS,Subárea de Cruz Alta
4312443,Área Leste do RS,Subárea de Pelotas
4126652,Área de SC e PR,Subárea de Cascavel
4320602,Área Oeste do RS,Subárea de Cruz Alta
4306130,Área Oeste do RS,Subárea de Cruz Alta
4219101,Área de SC e PR,Subárea de Florianópolis
4206207,Área de SC e PR,Subárea de Florianópolis
4117503,Área de SC e PR,Subárea de Cascavel
4208005,Área de SC e PR,Subárea de Florianópolis
4320404,Área Leste do RS,Subárea de Pelotas
4305871,Área Oeste do RS,Subárea de Cruz Alta
4218400,Área de SC e PR,Subárea de Florianópolis
4321501,Área Leste do RS,Subárea de Pelotas
4314803,Área Leste do RS,Subárea de Pelotas
4217402,Área de SC e PR,Subárea de Florianópolis
4216255,Área de SC e PR,Subárea de Florianópolis
4305132,Área Oeste do RS,Subárea de Santa Maria
4121307,Área de SC e PR,Subárea de Ponta Grossa
4207759,Área de SC e PR,Subárea de Florianópolis
4216008,Área de SC e PR,Subárea de Florianópolis
4124301,Área de SC e PR,Subárea de Ponta Grossa
4311734,Área Leste do RS,Subárea de Pelotas
4212403,Área de SC e PR,Subárea de Florianópolis
4301008,Área Oeste do RS,Subárea de Santa Maria
4112405,Área de SC e PR,Subárea de Cascavel
4106555,Área de SC e PR,Subárea de Cascavel
4110003,Área de SC e PR,Subárea de Cascavel
4106571,Área de SC e PR,Subárea de Cascavel
4205555,Área de SC e PR,Subárea de Florianópolis
4310462,Área Oeste do RS,Subárea de Cruz Alta
4301552,Área Oeste do RS,Subárea de Cruz Alta
4218350,Área de SC e PR,Subárea de Florianópolis
4103800,Área de SC e PR,Subárea de Cascavel
4312674,Área Oeste do RS,Subárea de Cruz Alta
4306205,Área Oeste do RS,Subárea de Santa Maria
4117297,Área de SC e PR,Subárea de Cascavel
4215356,Área de SC e PR,Subárea de Florianópolis
4206801,Área de SC e PR,Subárea de Florianópolis
4207601,Área de SC e PR,Subárea de Florianópolis
4319703,Área Oeste do RS,Subárea de Cruz Alta
4112702,Área de SC e PR,Subárea de Ponta Grossa
4306973,Área Oeste do RS,Subárea de Cruz Alta
4323358,Área Oeste do RS,Subárea de Cruz Alta
4107900,Área de SC e PR,Subárea de Cascavel
4215653,Área de SC e PR,Subárea de Florianópolis
4203709,Área de SC e PR,Subárea de Florianópolis
4219408,Área de SC e PR,Subárea de Florianópolis
4313359,Área Leste do RS,Subárea de Pelotas
4211652,Área de SC e PR,Subárea de Florianópolis
4312757,Área Oeste do RS,Subárea de Santa Maria
4216602,Área de SC e PR,Subárea de Florianópolis
4216354,Área de SC e PR,Subárea de Florianópolis
4120408,Área de SC e PR,Subárea de Cascavel
4126272,Área de SC e PR,Subárea de Cascavel
4113429,Área de SC e PR,Subárea de Cascavel
4103024,Área de SC e PR,Subárea de Cascavel
4314134,Área Oeste do RS,Subárea de Cruz Alta
4321634,Área Oeste do RS,Subárea de Cruz Alta
4309258,Área Leste do RS,Subárea de Pelotas
4307450,Área Oeste do RS,Subárea de Santiago
4320321,Área Oeste do RS,Subárea de Santiago
4202073,Área de SC e PR,Subárea de Florianópolis
4312427,Área Oeste do RS,Subárea de Santa Maria
4215752,Área de SC e PR,Subárea de Florianópolis
4120333,Área de SC e PR,Subárea de Cascavel
4321600,Área Leste do RS,Subárea de Pelotas
4202081,Área de SC e PR,Subárea de Florianópolis
4301925,Área Oeste do RS,Subárea de Cruz Alta
4206751,Área de SC e PR,Subárea de Florianópolis
4213104,Área de SC e PR,Subárea de Florianópolis
4102752,Área de SC e PR,Subárea de Cascavel
4217709,Área de SC e PR,Subárea de Florianópolis
4321436,Área Leste do RS,Subárea de Pelotas
4313805,Área Oeste do RS,Subárea de Cruz Alta
4109757,Área de SC e PR,Subárea de Cascavel
4308052,Área Oeste do RS,Subárea de Cruz Alta
4316956,Área Leste do RS,Subárea de Pelotas
4306809,Área Oeste do RS,Subárea de Santa Maria
4319901,Área Leste do RS,Subárea de Pelotas
4204103,Área de SC e PR,Subárea de Florianópolis
4217253,Área de SC e PR,Subárea de Florianópolis
4311270,Área Oeste do RS,Subárea de Cruz Alta
4202107,Área de SC e PR,Subárea de Florianópolis
4303558,Área Oeste do RS,Subárea de Cruz Alta
4200507,Área de SC e PR,Subárea de Florianópolis
4310108,Área Leste do RS,Subárea de Pelotas
4205605,Área de SC e PR,Subárea de Florianópolis
4103503,Área de SC e PR,Subárea de Cascavel
4211454,Área de SC e PR,Subárea de Florianópolis
4307864,Área Leste do RS,Subárea de Pelotas
4322186,Área Leste do RS,Subárea de Pelotas
4306452,Área Leste do RS,Subárea de Pelotas
4111704,Área de SC e PR,Subárea de Ponta Grossa
4305116,Área Oeste do RS,Subárea de Cruz Alta
4309704,Área Oeste do RS,Subárea de Santiago
4107520,Área de SC e PR,Subárea de Cascavel
4304606,Área Leste do RS,Subárea de Pelotas
4123600,Área de SC e PR,Subárea de Cascavel
4201273,Área de SC e PR,Subárea de Florianópolis
4102208,Área de SC e PR,Subárea de Cascavel
4218756,Área de SC e PR,Subárea de Florianópolis
4302055,Área Oeste do RS,Subárea de Cruz Alta
4322350,Área Leste do RS,Subárea de Pelotas
4116307,Área de SC e PR,Subárea de Cascavel
4118451,Área de SC e PR,Subárea de Cascavel
4117206,Área de SC e PR,Subárea de Cascavel
4309126,Área Oeste do RS,Subárea de Cruz Alta
4312302,Área Oeste do RS,Subárea de Santiago
4320578,Área Oeste do RS,Subárea de Santiago
4320701,Área Oeste do RS,Subárea de Santa Maria
4200309,Área de SC e PR,Subárea de Florianópolis
4302600,Área Oeste do RS,Subárea de Santiago
4215109,Área de SC e PR,Subárea de Florianópolis
4301073,Área Leste do RS,Subárea de Pelotas
4310850,Área Oeste do RS,Subárea de Cruz Alta
4312054,Área Oeste do RS,Subárea de Santa Maria
4108551,Área de SC e PR,Subárea de Cascavel
4212908,Área de SC e PR,Subárea de Florianópolis
4317558,Área Oeste do RS,Subárea de Cruz Alta
4322343,Área Oeste do RS,Subárea de Santiago
4116505,Área de SC e PR,Subárea de Cascavel
4218202,Área de SC e PR,Subárea de Florianópolis
4301651,Área Leste do RS,Subárea de Pelotas
4317954,Área Leste do RS,Subárea de Pelotas
4107751,Área de SC e PR,Subárea de Ponta Grossa
4315453,Área Oeste do RS,Subárea de Santa Maria
4310751,Área Oeste do RS,Subárea de Santa Maria
4116604,Área de SC e PR,Subárea de Ponta Grossa
4204194,Área de SC e PR,Subárea de Florianópolis
4313490,Área Oeste do RS,Subárea de Cruz Alta
4111308,Área de SC e PR,Subárea de Cascavel
4112603,Área de SC e PR,Subárea de Cascavel
4207403,Área de SC e PR,Subárea de Florianópolis
4314001,Área Leste do RS,Subárea de Pelotas
4301057,Área Leste do RS,Subárea de Pelotas
4320651,Área Oeste do RS,Subárea de Santa Maria
4323606,Área Leste do RS,Subárea de Pelotas
4309571,Área Oeste do RS,Subárea de Santa Maria
4306957,Área Oeste do RS,Subárea de Cruz Alta
4320230,Área Oeste do RS,Subárea de Santiago
4107538,Área de SC e PR,Subárea de Cascavel
4318440,Área Leste do RS,Subárea de Pelotas
4119657,Área de SC e PR,Subárea de Cascavel
4110409,Área de SC e PR,Subárea de Cascavel
4310306,Área Oeste do RS,Subárea de Santa Maria
4210035,Área de SC e PR,Subárea de Florianópolis
4215687,Área de SC e PR,Subárea de Florianópolis
4206009,Área de SC e PR,Subárea de Florianópolis
4306700,Área Oeste do RS,Subárea de Santa Maria
4205704,Área de SC e PR,Subárea de Florianópolis
4113809,Área de SC e PR,Subárea de Cascavel
4115705,Área de SC e PR,Subárea de Curitiba
4300554,Área Oeste do RS,Subárea de Cruz Alta
4322855,Área Oeste do RS,Subárea de Santa Maria
4321469,Área Oeste do RS,Subárea de Santa Maria
4312179,Área Oeste do RS,Subárea de Santiago
4107652,Área de SC e PR,Subárea de Curitiba
4123824,Área de SC e PR,Subárea de Cascavel
4310413,Área Oeste do RS,Subárea de Santiago
4315073,Área Oeste do RS,Subárea de Santiago
4107306,Área de SC e PR,Subárea de Cascavel
4319505,Área Leste do RS,Subárea de Pelotas
4305835,Área Oeste do RS,Subárea de Santa Maria
4207577,Área de SC e PR,Subárea de Florianópolis
4312609,Área Oeste do RS,Subárea de Santa Maria
4217758,Área de SC e PR,Subárea de Florianópolis
4211306,Área de SC e PR,Subárea de Florianópolis
4312625,Área Oeste do RS,Subárea de Cruz Alta
4102703,Área de SC e PR,Subárea de Ponta Grossa
4120853,Área de SC e PR,Subárea de Cascavel
4314050,Área Leste do RS,Subárea de Pelotas
4202057,Área de SC e PR,Subárea de Florianópolis
4201703,Área de SC e PR,Subárea de Florianópolis
4311239,Área Oeste do RS,Subárea de Santa Maria
4306759,Área Oeste do RS,Subárea de Santa Maria
4120705,Área de SC e PR,Subárea de Ponta Grossa
4323309,Área Leste do RS,Subárea de Pelotas
4302204,Área Oeste do RS,Subárea de Santiago
4217006,Área de SC e PR,Subárea de Florianópolis
4218608,Área de SC e PR,Subárea de Florianópolis
4319737,Área Oeste do RS,Subárea de Santiago
4315131,Área Oeste do RS,Subárea de Santa Maria
4319372,Área Oeste do RS,Subárea de Santiago
4302659,Área Leste do RS,Subárea de Pelotas
4305934,Área Leste do RS,Subárea de Pelotas
4123204,Área de SC e PR,Subárea de Ponta Grossa
4314548,Área Leste do RS,Subárea de Pelotas
4204459,Área de SC e PR,Subárea de Florianópolis
4212650,Área de SC e PR,Subárea de Florianópolis
4315057,Área Oeste do RS,Subárea de Santiago
4314498,Área Oeste do RS,Subárea de Cruz Alta
4318705,Área Leste do RS,Subárea de Pelotas
4301636,Área Leste do RS,Subárea de Pelotas
4115754,Área de SC e PR,Subárea de Cascavel
4110052,Área de SC e PR,Subárea de Cascavel
4313086,Área Leste do RS,Subárea de Pelotas
4318465,Área Oeste do RS,Subárea de Santa Maria
4215406,Área de SC e PR,Subárea de Florianópolis
4313003,Área Oeste do RS,Subárea de Santa Maria
4302402,Área Oeste do RS,Subárea de Santa Maria
4200754,Área de SC e PR,Subárea de Florianópolis
4205175,Área de SC e PR,Subárea de Florianópolis
4210555,Área de SC e PR,Subárea de Florianópolis
4101150,Área de SC e PR,Subárea de Cascavel
4320453,Área Oeste do RS,Subárea de Santa Maria
4307559,Área Oeste do RS,Subárea de Cruz Alta
4316501,Área Leste do RS,Subárea de Pelotas
4314787,Área Oeste do RS,Subárea de Cruz Alta
4126256,Área de SC e PR,Subárea de Cascavel
4101051,Área de SC e PR,Subárea de Cascavel
4205431,Área de SC e PR,Subárea de Florianópolis
4206603,Área de SC e PR,Subárea de Florianópolis
4304630,Área Leste do RS,Subárea de Pelotas
4212809,Área de SC e PR,Subárea de Florianópolis
4312005,Área Oeste do RS,Subárea de Cruz Alta
4313011,Área Oeste do RS,Subárea de Santiago
4318457,Área Oeste do RS,Subárea de Cruz Alta
4306072,Área Oeste do RS,Subárea de Cruz Alta
4212254,Área de SC e PR,Subárea de Florianópolis
4201950,Área de SC e PR,Subárea de Florianópolis
4308102,Área Leste do RS,Subárea de Pelotas
4320859,Área Oeste do RS,Subárea de Santa Maria
4119251,Área de SC e PR,Subárea de Cascavel
4212601,Área de SC e PR,Subárea de Florianópolis
4312955,Área Oeste do RS,Subárea de Cruz Alta
4316477,Área Oeste do RS,Subárea de Santiago
4308433,Área Oeste do RS,Subárea de Santa Maria
4302253,Área Leste do RS,Subárea de Pelotas
4201802,Área de SC e PR,Subárea de Florianópolis
4111605,Área de SC e PR,Subárea de Cascavel
4300646,Área Oeste do RS,Subárea de Cruz Alta
4201604,Área de SC e PR,Subárea de Florianópolis
4319711,Área Leste do RS,Subárea de Pelotas
4311403,Área Oeste do RS,Subárea de Santa Maria
4202156,Área de SC e PR,Subárea de Florianópolis
4202099,Área de SC e PR,Subárea de Florianópolis
4125555,Área de SC e PR,Subárea de Cascavel
4213500,Área de SC e PR,Subárea de Florianópolis
4218855,Área de SC e PR,Subárea de Florianópolis
4217550,Área de SC e PR,Subárea de Florianópolis
4128302,Área de SC e PR,Subárea de Cascavel
4209177,Área de SC e PR,Subárea de Florianópolis
4210902,Área de SC e PR,Subárea de Florianópolis
4202859,Área de SC e PR,Subárea de Florianópolis
4201653,Área de SC e PR,Subárea de Florianópolis
4302352,Área Leste do RS,Subárea de Pelotas
4323705,Área Oeste do RS,Subárea de Santiago
4312476,Área Leste do RS,Subárea de Pelotas
4302378,Área Oeste do RS,Subárea de Santiago
4316758,Área Oeste do RS,Subárea de Santa Maria
4116000,Área de SC e PR,Subárea de Cascavel
4314423,Área Leste do RS,Subárea de Pelotas
4308078,Área Oeste do RS,Subárea de Santa Maria
4211876,Área de SC e PR,Subárea de Florianópolis
4214151,Área de SC e PR,Subárea de Florianópolis
4311791,Área Leste do RS,Subárea de Pelotas
4215455,Área de SC e PR,Subárea de Florianópolis
4211207,Área de SC e PR,Subárea de Florianópolis
4304853,Área Oeste do RS,Subárea de Cruz Alta
4304614,Área Oeste do RS,Subárea de Santa Maria
4315909,Área Oeste do RS,Subárea de Cruz Alta
4312351,Área Leste do RS,Subárea de Pelotas
4204350,Área de SC e PR,Subárea de Florianópolis
4321626,Área Oeste do RS,Subárea de Santa Maria
4313466,Área Oeste do RS,Subárea de Cruz Alta
4319364,Área Oeste do RS,Subárea de Cruz Alta
4108106,Área de SC e PR,Subárea de Cascavel
4215554,Área de SC e PR,Subárea de Florianópolis
4300570,Área Leste do RS,Subárea de Pelotas
4318051,Área Oeste do RS,Subárea de Cruz Alta
4318432,Área Oeste do RS,Subárea de Santa Maria
4306551,Área Leste do RS,Subárea de Pelotas
4110656,Área de SC e PR,Subárea de Cascavel
4209508,Área de SC e PR,Subárea de Florianópolis
4316428,Área Oeste do RS,Subárea de Cruz Alta
4318499,Área Oeste do RS,Subárea de Santiago
4207858,Área de SC e PR,Subárea de Florianópolis
4323507,Área Oeste do RS,Subárea de Cruz Alta
4321329,Área Oeste do RS,Subárea de Cruz Alta
4200556,Área de SC e PR,Subárea de Florianópolis
4312807,Área Leste do RS,Subárea de Pelotas
4313441,Área Oeste do RS,Subárea de Cruz Alta
4304697,Área Oeste do RS,Subárea de Santa Maria
4310363,Área Oeste do RS,Subárea de Santa Maria
4123105,Área de SC e PR,Subárea de Ponta Grossa
4317251,Área Leste do RS,Subárea de Pelotas
4305157,Área Oeste do RS,Subárea de Cruz Alta
4215695,Área de SC e PR,Subárea de Florianópolis
4300604,Área Leste do RS,Subárea de Pelotas
4204251,Área de SC e PR,Subárea de Florianópolis
4306924,Área Oeste do RS,Subárea de Cruz Alta
4217154,Área de SC e PR,Subárea de Florianópolis
4312385,Área Leste do RS,Subárea de Pelotas
4117214,Área de SC e PR,Subárea de Ponta Grossa
4314753,Área Leste do RS,Subárea de Pelotas
4209201,Área de SC e PR,Subárea de Florianópolis
4314456,Área Oeste do RS,Subárea de Cruz Alta
4311429,Área Oeste do RS,Subárea de Cruz Alta
4208955,Área de SC e PR,Subárea de Florianópolis
4202578,Área de SC e PR,Subárea de Florianópolis
4306403,Área Leste do RS,Subárea de Pelotas
4322558,Área Oeste do RS,Subárea de Cruz Alta
4318481,Área Leste do RS,Subárea de Pelotas
4220000,Área de SC e PR,Subárea de Florianópolis
4213906,Área de SC e PR,Subárea de Florianópolis
4311643,Área Leste do RS,Subárea de Pelotas
4209458,Área de SC e PR,Subárea de Florianópolis
4323770,Área Oeste do RS,Subárea de Santa Maria
4211405,Área de SC e PR,Subárea de Florianópolis
4310801,Área Leste do RS,Subárea de Pelotas
4205191,Área de SC e PR,Subárea de Florianópolis
4313060,Área Leste do RS,Subárea de Pelotas
4210407,Área de SC e PR,Subárea de Florianópolis
4301859,Área Oeste do RS,Subárea de Santiago
4202537,Área de SC e PR,Subárea de Florianópolis
4213153,Área de SC e PR,Subárea de Florianópolis
4323804,Área Leste do RS,Subárea de Pelotas
4303905,Área Leste do RS,Subárea de Pelotas
4213005,Área de SC e PR,Subárea de Florianópolis
4322251,Área Leste do RS,Subárea de Pelotas
4301958,Área Oeste do RS,Subárea de Cruz Alta
4318614,Área Leste do RS,Subárea de Pelotas
4119152,Área de SC e PR,Subárea de Curitiba
4320008,Área Leste do RS,Subárea de Pelotas
4305587,Área Oeste do RS,Subárea de Santa Maria
4205357,Área de SC e PR,Subárea de Florianópolis
4314035,Área Leste do RS,Subárea de Pelotas
4212502,Área de SC e PR,Subárea de Florianópolis
4208302,Área de SC e PR,Subárea de Florianópolis
4217956,Área de SC e PR,Subárea de Florianópolis
4204756,Área de SC e PR,Subárea de Florianópolis
4203956,Área de SC e PR,Subárea de Florianópolis
4307609,Área Leste do RS,Subárea de Pelotas
4315149,Área Leste do RS,Subárea de Pelotas
4312153,Área Oeste do RS,Subárea de Santa Maria
4322541,Área Leste do RS,Subárea de Pelotas
4202008,Área de SC e PR,Subárea de Florianópolis
4309555,Área Leste do RS,Subárea de Pelotas
4303103,Área Leste do RS,Subárea de Pelotas
4310330,Área Leste do RS,Subárea de Pelotas
4319356,Área Leste do RS,Subárea de Pelotas
4202453,Área de SC e PR,Subárea de Florianópolis
4300877,Área Leste do RS,Subárea de Pelotas
4311627,Área Leste do RS,Subárea de Pelotas
4319752,Área Leste do RS,Subárea de Pelotas
4307708,Área Leste do RS,Subárea de Pelotas
